"R‚f‚rence
immobilisation";"D‚signation
";"Date 
d'acquisition";"Date de
mise en service";"Valeur
d'acquisition";"Valeur
r‚siduelle";;"Groupe 
immobilisation";"Libell‚ groupe
immobilisation"
MAI/000579/DSI100; 05 TABLETTES DURCIE BLACKVIEW ACTIVE 10 PRO;26/02/2025;26/02/2025;300000;249370;;879;MATERIEL INFORMATIQUE
MAI/000580/DSI100; 05 TABLETTES DURCIE BLACKVIEW ACTIVE 10 PRO;26/02/2025;26/02/2025;300000;249370;;879;MATERIEL INFORMATIQUE
MAI/000581/DSI100; 05 TABLETTES DURCIE BLACKVIEW ACTIVE 10 PRO;26/02/2025;26/02/2025;300000;249370;;879;MATERIEL INFORMATIQUE
MAI/000582/DSI100;02 ECRANS DE SUPERVISION 65 SAMSUNG QLED;26/02/2025;26/02/2025;900000;748110;;879;MATERIEL INFORMATIQUE
MAI/000583/DSI100;02 ECRANS DE SUPERVISION 65 SAMSUNG QLED;26/02/2025;26/02/2025;900000;748110;;879;MATERIEL INFORMATIQUE
MAI/000014/DCM300; ORDINATEUR HP INFOBIZ 450 G10 CORE I7;27/02/2025;27/02/2025;776000;645462;;879;MATERIEL INFORMATIQUE
MOB/000122/DRO725;ACHAT DE FAUTEUIL BUREAU;27/02/2025;27/03/2025;248500;229505;;881;MOBILIER DE BUREAU
MOB/000123/DRO725;ACHAT DE FAUTEUIL BUREAU;27/02/2025;27/03/2025;248500;229505;;881;MOBILIER DE BUREAU
MOB/000124/DRO725;ACHAT DE FAUTEUIL BUREAU;27/02/2025;27/03/2025;248500;229505;;881;MOBILIER DE BUREAU
MEC/000003/CRK175;25041327 FACT 011/2025/AQ MARCHE 2025/00010  FOURNITURE D'UNE ELECTROPOMPE COMPLETE SP5 A17;28/02/2025;28/02/2025;1110000;1016942;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MOB/000205/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MOB/000206/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MOB/000207/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MOB/000208/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MOB/000209/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MOB/000210/DME200;ACQUISITION DE BUREAU SEMI METALLIQUE CADRE ET PIED EN TUBE CARRE POUR LES INSPECTEUR;03/03/2025;03/03/2025;325000;298021;;881;MOBILIER DE BUREAU
MEC/000015/CRB125;ELECTROPOMPE SP9-21 4KW;05/03/2025;05/03/2025;1856000;1702944;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MAI/000045/DRB625; IMPRIMANTE CANON LBP 6030;05/03/2025;05/03/2025;215000;179540;;879;MATERIEL INFORMATIQUE
MOB/000055/DRO125;ARMOIRE METALLIQUE;07/03/2025;07/03/2025;150000;137712;;881;MOBILIER DE BUREAU
MOB/000264/DRO675;FAUTEUIL DE BUREAU CLR NOIR MESH CADRE NOIRIAC REF PIED EN CHROME;07/03/2025;07/03/2025;395000;362642;;881;MOBILIER DE BUREAU
MAC/000002/DKA100; CLIMATISEUR INVERTER 2 CV;13/03/2025;13/03/2025;500000;419726;;873;MATERIEL DE CLIMATISATION
MAL/000005/CRF150;046/19/03/25 FNø008/2025/CMS FOURNITURE D'UN FILTRE DOSEUR EN INOX;17/03/2025;17/03/2025;915000;842552;;864;MATERIEL DE TRAITEMENT EAU
MEC/000002/DEX100;25040783 FNø002/25 MNø2024/00661 VISION AFRICA SOLUTIONS ACHAT D' ENSEMBLE DE POMPE GRUNDFOS HYDROS MULTI-S2-CR10-644ARG;17/03/2025;17/03/2025;16949152;15607151;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MAI/000619/DSI100;25073114 FNø022/2025 NMø24/00550 SOGETRAD INTL  ACHAT DE MATERIELS INFORMATIQUES;17/03/2025;17/03/2025;24200920;20368555;;879;MATERIEL INFORMATIQUE
MAE/000015/DRO725;25030662 FNø004/2025 MNø2023/01127 2T-COM FOURNITURE DUN ONDULEUR MONOPHASE DE 5 KVA MODELE S6K;18/03/2025;18/03/2025;950000;875041;;857;MATERIEL ELECTRIQUE
MAC/000023/DRO675;CLIMATISEUR SPLIT SYSTEME 1.5 CV;18/03/2025;18/03/2025;224500;189072;;873;MATERIEL DE CLIMATISATION
MAC/000024/DRO675;CLIMATISEUR SPLIT SYSTEME 1.5 CV;18/03/2025;18/03/2025;224500;189072;;873;MATERIEL DE CLIMATISATION
MAB/000001/DLG206;PHOTOCOPIEUSES;19/03/2025;19/03/2025;1750000;1474795;;872;MATERIEL DE BUREAU
MAB/000002/DLG206;PHOTOCOPIEUSES;19/03/2025;19/03/2025;1750000;1474795;;872;MATERIEL DE BUREAU
MAB/000003/DLG206;PHOTOCOPIEUSES;19/03/2025;19/03/2025;1750000;1474795;;872;MATERIEL DE BUREAU
MAB/000004/DLG206;PHOTOCOPIEUSES;19/03/2025;19/03/2025;1750000;1474795;;872;MATERIEL DE BUREAU
MAE/000001/DLG100; FNøFA013285/2025 MNø24/00509 SOCIETE ADAM'S SARL FOURNITURE INTALLATION SYSTEMES DETECTø AUTOMATIQUE D INCENDIE;20/03/2025;20/03/2025;19161400;17659986;;859;MATERIEL ELECTROMECANIQUE
MEC/000005/DRO325;25040831 FACT Nø19/2025 MNø2025/00188 PR ACQUISITION DE POMPE VIDE SN-SIPAO;20/03/2025;20/03/2025;505000;465430;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MAE/000029/CRY150;25040786 FACT YBM/001/2025 MARCHE 2025/000020 FOURNITURE D'UNE SONDE PIEZOMETRIQUE;24/03/2025;24/03/2025;900000;830466;;859;MATERIEL ELECTROMECANIQUE
MEC/000006/CRF150;25030712 FNø0005/25 PETN NøM00/01/04/00/2025/00043 QUATRE (04) POMPE DOSEUSE DE CHLORE REF=96650928;24/03/2025;24/03/2025;900000;830466;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000007/CRF150;25030712 FNø0005/25 PETN NøM00/01/04/00/2025/00043 QUATRE (04) POMPE DOSEUSE DE CHLORE REF=96650928;24/03/2025;24/03/2025;900000;830466;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000008/CRF150;25030712 FNø0005/25 PETN NøM00/01/04/00/2025/00043 QUATRE (04) POMPE DOSEUSE DE CHLORE REF=96650928;24/03/2025;24/03/2025;900000;830466;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000009/CRF150;25030712 FNø0005/25 PETN NøM00/01/04/00/2025/00043 QUATRE (04) POMPE DOSEUSE DE CHLORE REF=96650928;24/03/2025;24/03/2025;900000;830466;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MAI/000029/DRO200;ACHAT D'IMPRIMANTE LASER JET PRO MFP;24/03/2025;24/03/2025;650000;549562;;879;MATERIEL INFORMATIQUE
MOB/000196/DRB350;FOURNITURE DE FAUTEUIL DE BUREAU POUR LA CAISSE HANDALAYE BOBO;24/03/2025;24/03/2025;237500;219151;;881;MOBILIER DE BUREAU
MAL/000039/DRB250;FACT Nø 009/2025 DE C M S FOURNITIURE DE DEUX FILTRES DOSEUSEURS ENINOX;27/03/2025;27/03/2025;915000;845059;;864;MATERIEL DE TRAITEMENT EAU
MAL/000040/DRB250;FACT Nø 009/2025 DE C M S FOURNITIURE DE DEUX FILTRES DOSEUSEURS ENINOX;27/03/2025;27/03/2025;915000;845059;;864;MATERIEL DE TRAITEMENT EAU
MAC/000003/DRB400;FOURNITURE ET POSE DE CLIMATISEUR DE 2 CV POUR LE SERVEUR ET ONDULAIRE SIG BOBO;27/03/2025;27/03/2025;430000;364263;;873;MATERIEL DE CLIMATISATION
MAI/000450/DSI100;ACHAT DE 03 GPS DE NAVIGATø AVEC CAMERA ET DISPOSITIF DE CONNEXION;27/03/2025;27/03/2025;3350000;2837863;;879;MATERIEL INFORMATIQUE
MAI/000451/DSI100;ACHAT DE 03 GPS DE NAVIGATø AVEC CAMERA ET DISPOSITIF DE CONNEXION;27/03/2025;27/03/2025;3350000;2837863;;879;MATERIEL INFORMATIQUE
MAI/000452/DSI100;ACHAT DE 03 GPS DE NAVIGATø AVEC CAMERA ET DISPOSITIF DE CONNEXION;27/03/2025;27/03/2025;3350000;2837863;;879;MATERIEL INFORMATIQUE
MOB/000033/CRY175;FOURNITURE DE BANCS SEMI METALLIQUE ASSISE EN BOIS AVEC HOUSE 5 PLACES;28/03/2025;28/03/2025;145000;133956;;881;MOBILIER DE BUREAU
MOB/000034/CRY175;FOURNITURE DE BANCS SEMI METALLIQUE ASSISE EN BOIS AVEC HOUSE 5 PLACES;28/03/2025;28/03/2025;145000;133956;;881;MOBILIER DE BUREAU
MOB/000035/CRY175;FOURNITURE DE BANCS SEMI METALLIQUE ASSISE EN BOIS AVEC HOUSE 5 PLACES;28/03/2025;28/03/2025;145000;133956;;881;MOBILIER DE BUREAU
MOB/000036/CRY175;FOURNITURE DE BANCS SEMI METALLIQUE ASSISE EN BOIS AVEC HOUSE 5 PLACES;28/03/2025;28/03/2025;145000;133956;;881;MOBILIER DE BUREAU
MAE/000008/DME200;ONDULEUR 1000 VA IN LINE;01/04/2025;01/04/2025;291000;269155;;857;MATERIEL ELECTRIQUE
MAE/000009/DME200;ONDULEUR 1000 VA IN LINE;01/04/2025;01/04/2025;291000;269155;;857;MATERIEL ELECTRIQUE
MAE/000010/DME200;ONDULEUR 1000 VA IN LINE;01/04/2025;01/04/2025;291000;269155;;857;MATERIEL ELECTRIQUE
MAE/000011/DME200;ONDULEUR 1000 VA IN LINE;01/04/2025;01/04/2025;291000;269155;;857;MATERIEL ELECTRIQUE
MAE/000208/DRO200;FESH FACT Nø004/2025 ACHAT DE SONDE LIMINEUSE;01/04/2025;01/04/2025;615000;568833;;857;MATERIEL ELECTRIQUE
MEC/000007/DRK175;POMPE SUBMERSIBLE FLYT 2670 181;01/04/2025;01/04/2025;850000;786192;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MOB/000004/DOH125;FOURNITURE D'UN FAUTEUIL DE BUREAU POUR LA CAISSI?RE DU SERVICE FINANCE/ GRH;01/04/2025;01/04/2025;250000;231233;;881;MOBILIER DE BUREAU
MAC/000024/CRY100;FOURNITURE DE CLIMATISSEUR SPLIT AVEC INVERSER 1.5CV;02/04/2025;02/04/2025;450000;382685;;873;MATERIEL DE CLIMATISATION
MAC/000025/CRY100;FOURNITURE DE CLIMATISSEUR SPLIT AVEC INVERSER 1.5CV;02/04/2025;02/04/2025;450000;382685;;873;MATERIEL DE CLIMATISATION
MEC/000006/DRO325;25041179 FNø014/2025 MNø25/00196 ENTREPRISE ONCLE SAM PR POMPE VIDE CAVE;04/04/2025;04/04/2025;600000;555452;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MAI/000017/DRO325;PC DE TRAVAIL POUR LA SUPERVISION LOCAL / REHABILITATION DU SYSTEME DE TELEGESTION;04/04/2025;22/04/2025;4250000;3660822;;879;MATERIEL INFORMATIQUE
MAI/000068/DRO600;ACHAT DE 04 IMPRIMANTES DE CAISSE PR L'AGENCE CENTRALE;04/04/2025;04/04/2025;210000;178816;;879;MATERIEL INFORMATIQUE
MAI/000069/DRO600;ACHAT DE 04 IMPRIMANTES DE CAISSE PR L'AGENCE CENTRALE;04/04/2025;04/04/2025;210000;178816;;879;MATERIEL INFORMATIQUE
MAI/000070/DRO600;ACHAT DE 04 IMPRIMANTES DE CAISSE PR L'AGENCE CENTRALE;04/04/2025;04/04/2025;210000;178816;;879;MATERIEL INFORMATIQUE
MAI/000071/DRO600;ACHAT DE 04 IMPRIMANTES DE CAISSE PR L'AGENCE CENTRALE;04/04/2025;04/04/2025;210000;178816;;879;MATERIEL INFORMATIQUE
MOB/000043/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000044/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000045/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000046/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000047/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000048/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000049/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MOB/000050/DRO775;08 ETAGERES DE 6 RANGERS DIMENSION : H 200CMXL  160 CM XP 35 CM;04/04/2025;04/04/2025;115000;106462;;881;MOBILIER DE BUREAU
MAI/000022/DRB250; ACQUISITION D'UN ORDINATEUR PORTABLE HP PAVILLON I7 13TH GEN;07/04/2025;07/04/2025;800000;682521;;879;MATERIEL INFORMATIQUE
MOB/000003/DOH100;ACQUISITION DE DEUX TABLES EN BOIS BETE POUR LA SAALE DE REUNION DROHG;08/04/2025;08/04/2025;180000;166833;;881;MOBILIER DE BUREAU
MOB/000004/DOH100;ACQUISITION DE DEUX TABLES EN BOIS BETE POUR LA SAALE DE REUNION DROHG;08/04/2025;08/04/2025;180000;166833;;881;MOBILIER DE BUREAU
MOB/000083/DRO150; ACHAT DE FAUTEUIL DE BUREAU;08/04/2025;08/04/2025;250000;231712;;881;MOBILIER DE BUREAU
MAE/000006/DKA175;25051754 FNø00102/25 MNø25/000054 CELMAR.COM PR FTURE D'INVERSEUR MANUEL ET 02 SOUFFLEURS;09/04/2025;09/04/2025;525000;486740;;857;MATERIEL ELECTRIQUE
OUT/000025/CRY100;25051754 FNø00102/25 MNø25/000054 CELMAR.COM PR FTURE D'INVERSEUR MANUEL ET 02 SOUFFLEURS;09/04/2025;09/04/2025;140000;129797;;865;MATERIEL ET OUTILLAGE
OUT/000025/CRY125;25051754 FNø00102/25 MNø25/000054 CELMAR.COM PR FTURE D'INVERSEUR MANUEL ET 02 SOUFFLEURS;09/04/2025;09/04/2025;140000;129797;;865;MATERIEL ET OUTILLAGE
MAI/000063/DRO675;ACHAT D'ORDINATEUR HP CORE I5 DIS DUR 11  / ZOGONA;09/04/2025;09/04/2025;577500;493327;;879;MATERIEL INFORMATIQUE
MAI/000064/DRO675;ACHAT D' IMPRIMANTE CANON LBP 6030  / ZOGONA;09/04/2025;09/04/2025;213500;182382;;879;MATERIEL INFORMATIQUE
MOB/000080/DRO150; ACHAT DE CHAISE DE BUREAU;09/04/2025;09/04/2025;90000;83441;;881;MOBILIER DE BUREAU
MOB/000081/DRO150; ACHAT DE CHAISE DE BUREAU;09/04/2025;09/04/2025;90000;83441;;881;MOBILIER DE BUREAU
MOB/000082/DRO150; ACHAT DE BUREAU AGENT;09/04/2025;09/04/2025;145000;134433;;881;MOBILIER DE BUREAU
MAC/000023/CRY100; FOURNITURE D'UN CLIMATISEUR INVECTEUR 2CV POUR LE LOGEMENT DU CCR DE KAYA;10/04/2025;10/04/2025;500000;427397;;873;MATERIEL DE CLIMATISATION
MAE/000002/DOH100;25051663 FACT 014/2025 MARCHE 2025/00044  FOURNITURE DE CABLE ELECTRIQUE RIGIDE;11/04/2025;11/04/2025;9880000;9165392;;857;MATERIEL ELECTRIQUE
MAE/000021/CRO275;25041372 FNø003/25 NK DISTRIBUTION NøM09/01/04/00/25/00020 CABLES ELECTRIQUES / RACCORDEMENT FORAGES SE1 ET SE1A /BOUSSE;11/04/2025;11/04/2025;7727000;7168116;;857;MATERIEL ELECTRIQUE
MAI/000014/DRO775; ACHAT D'IMPRIMANTE;11/04/2025;11/04/2025;220000;188175;;879;MATERIEL INFORMATIQUE
MAI/000083/DSI300; FOURNITURE EQUIPEMT DANS LE CADRE DU SUPPORT PR SEGMENTATø/INTAL SERV DHCP;11/04/2025;11/04/2025;13546000;11586469;;879;MATERIEL INFORMATIQUE
MOB/000002/CRL225;072/04/04/2025 FNø14 FAUTEUIL ERGONOMIQUE;11/04/2025;11/04/2025;160000;148427;;881;MOBILIER DE BUREAU
MOB/000154/DRO350;ACHAT DE FAUTEUIL DIRECTEUR;11/04/2025;11/04/2025;275000;255110;;881;MOBILIER DE BUREAU
MAE/000004/CRK375;FACTNø007/2025/FOURNITURE D'UNE (01) POMPE DOSEUSE ALLDOS 14L/H 10 BARS POUR LE CENTRE DE POUNI;14/04/2025;14/04/2025;998000;926636;;859;MATERIEL ELECTROMECANIQUE
MOB/000155/DRO350;ACHAT D'ARMOIRE METALIQUE;14/04/2025;14/04/2025;150000;139274;;881;MOBILIER DE BUREAU
MAE/000009/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000010/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000011/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000012/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000013/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000014/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAE/000015/DLG210;25051949 FACT Nø004/ZBD/2025 M Nø24/585 ZOUM BURKINA DIVERS 07 LAMPADAIRES SOLAIRES DE 200 WATTS;15/04/2025;15/05/2025;114000;106816;;858;MATERIEL ELECTRIQUE SOLAIRE
MAI/000015/DRO775;ACHAT D'ORDINATEUR DE BUREAU HP PROCESSEUR INTEL CORE I5 - 2.8GHZ;15/04/2025;15/04/2025;580000;497370;;879;MATERIEL INFORMATIQUE
MOB/000009/DLG214;ACHAT D'ETAGERES A CINQ RANGERS;15/04/2025;15/04/2025;115000;106808;;881;MOBILIER DE BUREAU
MOB/000010/DLG214;ACHAT D'ETAGERES A CINQ RANGERS;15/04/2025;15/04/2025;115000;106808;;881;MOBILIER DE BUREAU
MOB/000011/DLG214;ACHAT D'ETAGERES A CINQ RANGERS;15/04/2025;15/04/2025;115000;106808;;881;MOBILIER DE BUREAU
MOB/000012/DLG214;ACHAT D'ETAGERES A CINQ RANGERS;15/04/2025;15/04/2025;115000;106808;;881;MOBILIER DE BUREAU
MOB/000013/DLG214;ACHAT D'ETAGERES A CINQ RANGERS;15/04/2025;15/04/2025;115000;106808;;881;MOBILIER DE BUREAU
OUT/000081/DRO150;E T S FACT Nø007/2025 ACHAT DE CAGE A TUBE METALIQUE;17/04/2025;17/04/2025;630000;585469;;865;MATERIEL ET OUTILLAGE
MAC/000003/DKO175;117/30/06/2025 FNø034/2025 FOURNITURE ET POSE D'UN CLIMATISEUR INVERTER 1.5CV;17/04/2025;17/04/2025;412000;353756;;873;MATERIEL DE CLIMATISATION
MAE/000043/CRK125;25051894 FNø0016/25 MGE PLUS NøM00/01/01/00/23/01000 FOURNITURE ET POSE D'ELECTROLYSEUR COMPLET DE 400G/H  BOROMO;18/04/2025;18/04/2025;32304144;30029578;;857;MATERIEL ELECTRIQUE
MAE/000043/CRK150;25051894 FNø0016/25 MGE PLUS NøM00/01/01/00/23/01000 FOURNITURE ET POSE D'ELECTROLYSEUR COMPLET DE 400G/H  DEDOUGOU;18/04/2025;18/04/2025;32304144;30029578;;857;MATERIEL ELECTRIQUE
MAE/000056/CRK225;25051894 FNø0016/25 MGE PLUS NøM00/01/01/00/23/01000 FOURNITURE ET POSE D'ELECTROLYSEUR COMPLET DE 400G/H  POURA;18/04/2025;18/04/2025;32304144;30029578;;857;MATERIEL ELECTRIQUE
MEC/000002/DRO225;FGM FACT Nø00077/2025 ACHAT DE POMPE;18/04/2025;18/04/2025;800000;743671;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000005/DRO100;ELECTROPOMPE IMMERGEE SPA-17;18/04/2025;18/04/2025;1300000;1208466;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000008/DRK175;POMPE SUBMERSIBLE FLYT 2670 181;18/04/2025;18/04/2025;1700000;1580301;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000008/DRO100;MOTEUR ITRIPHASE 3KW;18/04/2025;18/04/2025;1600000;1487342;;880;MOTEURS  ELECTRIQUES
MEC/000009/DRO100;MOTEUR ITRIPHASE 4KW;18/04/2025;18/04/2025;5500000;5112740;;880;MOTEURS  ELECTRIQUES
MEC/000010/DRO100;MOTEUR ITRIPHASE 2,2KW;18/04/2025;18/04/2025;1150000;1069027;;880;MOTEURS  ELECTRIQUES
MEC/000011/DRO100;MOTEUR ITRIPHASE 3,5KW;18/04/2025;18/04/2025;625000;580993;;880;MOTEURS  ELECTRIQUES
MEC/000012/DRO100;MOTEUR ITRIPHASE 5,5KW;18/04/2025;18/04/2025;8550000;7947986;;880;MOTEURS  ELECTRIQUES
MAC/000026/CRY100;FOURNITURE D'UN CLIMATISEUR SPILT INVERSER 1.5CV DANS LE CENTRE DE KAYA;18/04/2025;18/04/2025;450000;386630;;873;MATERIEL DE CLIMATISATION
MAC/000027/CRY100;FOURNITURE ET POSE D'UN CLIMATISEUR SPLIT INVERSER  1.5CV;18/04/2025;18/04/2025;450000;386630;;873;MATERIEL DE CLIMATISATION
MOB/000157/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000158/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000159/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000160/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000161/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000162/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000163/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000164/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000165/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000166/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000167/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000168/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000169/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000170/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000171/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000172/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000173/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000174/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000175/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MOB/000176/DRO725;ACHAT DE 20 CHAISES;18/04/2025;18/04/2025;42000;39043;;881;MOBILIER DE BUREAU
MEC/000006/CRY125;FACT 008/2025 FOURNITURE D'UNE MOTOPOMPE;20/04/2025;20/04/2025;350000;325548;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
OUT/000026/CRF150;255/14/08/2025 FNø016/2025 SHIL TRAB ACHAT D'UNE MOTOPOMPE;22/04/2025;22/04/2025;285000;265245;;865;MATERIEL ET OUTILLAGE
MEC/000002/CRP175;POMPE DOSEUSE 35L/H;23/04/2025;23/04/2025;556870;518423;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000004/DRO100;POMPE DOSEUSE 450L 5 BAR;23/04/2025;23/04/2025;2250000;2094658;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000005/DRK150;POMPE DOSEUSE 35L/H;23/04/2025;23/04/2025;556870;518423;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000014/DRK175;MOTEUR IMMERGE DE 9,2KW;23/04/2025;23/04/2025;1025995;955159;;880;MOTEURS  ELECTRIQUES
MAE/000209/DRO200;FACT Nø25/2025 SN-SIPAO ACHAT DE MAT ELECTRO-MECANIQUE;24/04/2025;24/04/2025;422500;393446;;857;MATERIEL ELECTRIQUE
MEC/000010/CRF150;POMPE DOSEUSE DMX 67L/H;24/04/2025;24/04/2025;1132081;1054231;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
MEC/000015/CRL100;POMPE DOSEUSE 35L/H-10BAR;24/04/2025;24/04/2025;556870;518576;;885;POMPES (POUR RATTACHEM. A REGUL) XXXXXXX
